일자,자원,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hour_24
2022-08-08,풍력,45.93,52.31,71.43,83.95,62.11,75.77,75.26,67.39,68.72,80.75,92.96,93.3,95.13,109.6,100.58,84.52,56.97,57.95,56.01,68.75,70.11,68.13,74.63,69.23
2022-08-09,태양광,0.0,0.46,0.48,0.3,0.14,0.06,8.29,40.82,87.81,148.5,175.13,199.76,225.21,224.66,203.94,155.46,84.55,55.48,26.97,8.65,6.11,2.99,0.56,0.0
2022-08-09,풍력,65.35,73.7,65.15,56.66,49.96,44.1,48.71,46.25,42.6,48.44,43.9,47.39,59.48,80.39,67.65,47.93,40.61,41.3,45.9,54.93,77.03,77.63,72.72,72.57
2022-08-10,태양광,0.0,0.46,0.48,0.3,0.14,0.06,8.66,39.75,68.86,137.45,178.41,197.07,191.21,188.14,172.95,151.97,92.92,55.61,19.98,8.54,5.93,2.55,0.4,0.0
2022-08-10,풍력,80.57,76.08,63.18,62.65,52.49,46.81,48.05,43.53,41.96,42.3,52.8,39.98,34.42,53.64,63.51,50.23,44.36,51.29,46.93,49.86,47.01,31.91,45.56,55.52
2022-08-11,태양광,0.0,0.06,0.06,0.06,0.05,0.05,4.59,31.86,70.4,79.4,87.03,126.67,148.28,139.08,122.6,113.31,72.89,40.33,19.72,7.37,2.99,1.14,0.59,0.11
2022-08-11,풍력,52.53,54.37,44.13,55.87,56.04,63.45,74.6,76.8,81.91,88.08,67.62,83.63,82.0,97.71,93.56,73.37,43.88,24.05,20.23,45.55,43.38,17.01,12.5,15.16
2022-08-12,태양광,0.0,0.06,0.06,0.06,0.02,0.05,8.89,33.2,44.6,67.02,40.89,78.22,150.39,141.39,140.36,142.09,100.82,66.02,22.22,7.56,3.44,1.5,0.39,0.02
2022-08-12,풍력,22.94,27.02,34.36,48.07,48.62,36.99,18.71,8.23,20.49,32.83,34.01,27.01,3.38,16.22,13.53,2.16,1.73,1.77,2.97,8.29,5.52,3.11,1.36,0.36
2022-08-13,태양광,0.0,0.06,0.06,0.06,0.02,0.06,4.87,41.69,94.97,148.1,177.96,200.37,208.89,206.45,166.13,112.82,94.54,62.91,23.78,9.2,6.34,2.9,0.47,0.0
2022-08-13,풍력,0.25,1.29,1.91,2.9,5.81,14.2,12.61,9.25,10.93,24.72,26.48,25.26,35.85,66.66,70.24,44.82,25.94,27.63,33.7,59.87,73.21,66.32,37.09,48.26
2022-08-14,태양광,0.0,0.06,0.01,0.0,0.02,0.04,5.36,33.3,51.09,115.8,142.13,146.92,201.5,203.87,186.03,158.08,112.46,64.83,22.81,8.69,6.24,3.04,0.52,0.0
2022-08-14,풍력,73.01,75.28,85.72,92.72,98.9,102.88,79.2,64.57,55.38,43.2,60.55,59.81,55.74,88.26,88.87,64.35,45.34,40.95,44.36,61.19,72.25,78.08,81.97,77.68
2022-08-15,태양광,0.0,0.06,0.02,0.0,0.02,0.04,6.18,44.08,99.36,138.38,162.13,185.13,176.71,188.1,163.49,111.89,85.27,49.35,27.63,9.02,5.31,1.88,0.47,0.0
2022-08-15,풍력,86.32,95.56,86.83,93.62,91.98,96.98,80.55,75.62,90.72,102.09,105.06,107.25,108.26,126.72,128.49,117.0,105.71,104.87,130.81,152.58,133.57,121.1,121.94,110.65
2022-08-16,태양광,0.0,0.06,0.06,0.05,0.02,0.05,5.12,39.38,62.06,74.69,101.14,141.34,133.73,125.95,106.47,72.8,43.78,42.36,13.04,4.97,3.03,0.83,0.17,0.0
2022-08-16,풍력,100.64,116.81,120.46,129.68,129.42,110.04,109.69,116.52,98.2,76.73,80.21,98.79,101.91,111.04,121.5,91.06,72.34,87.94,96.57,97.1,77.91,38.55,32.4,70.24
2022-08-17,태양광,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.79,2.96,2.75,6.45,1.89,4.3,11.7,32.69,42.42,31.27,12.97,7.05,1.21,0.06,0.0,0.0,0.0
2022-08-17,풍력,85.29,100.06,112.71,109.67,109.24,125.58,92.38,40.4,33.39,23.2,21.03,23.02,10.89,18.44,7.7,0.94,0.03,0.23,1.67,4.89,2.87,11.12,23.97,35.79
2022-08-18,태양광,0.0,0.0,0.0,0.0,0.02,0.07,7.61,37.73,88.79,144.94,189.84,182.45,213.62,207.54,164.88,145.38,106.38,63.28,20.57,8.18,5.84,2.75,0.45,0.0
2022-08-18,풍력,44.26,38.46,38.96,35.22,29.19,35.61,35.93,22.15,12.59,13.37,4.23,0.65,1.35,8.51,11.31,4.94,2.11,1.49,0.58,5.33,2.02,8.41,7.11,5.03
2022-08-19,태양광,0.0,0.0,0.0,0.0,0.0,0.0,5.71,34.12,91.06,144.04,178.38,186.17,199.07,190.0,166.46,132.67,85.24,57.3,14.14,7.78,6.66,3.26,0.39,0.0
2022-08-19,풍력,4.62,3.75,8.14,12.63,20.38,27.13,24.11,31.91,43.77,57.03,72.55,82.15,83.56,101.64,109.89,100.54,77.11,83.19,64.1,82.11,89.7,88.69,74.81,81.61
2022-08-20,태양광,0.0,0.06,0.06,0.06,0.06,0.05,7.94,38.66,44.28,53.99,59.63,50.72,59.58,39.04,52.42,56.65,37.86,20.0,11.43,3.74,0.84,0.07,0.0,0.0
2022-08-20,풍력,86.03,85.79,74.92,77.34,62.06,24.37,30.06,26.27,11.22,7.62,4.72,5.51,3.82,32.98,27.63,5.75,1.43,0.49,3.88,14.26,14.41,11.42,20.28,42.86
2022-08-21,태양광,0.0,0.02,0.0,0.0,0.0,0.01,4.7,37.55,92.54,154.15,179.83,198.09,183.5,163.5,136.78,116.93,89.94,49.08,14.89,8.21,7.23,3.96,0.86,0.38
2022-08-21,풍력,58.89,42.29,31.73,34.29,27.68,25.66,31.2,15.47,14.41,7.97,5.97,7.52,12.36,27.63,30.43,25.08,11.39,9.77,3.86,6.63,2.64,0.33,0.29,0.03
2022-08-22,태양광,0.16,0.06,0.02,,0.02,0.05,6.06,49.63,98.3,134.97,165.16,185.83,189.6,174.81,158.05,133.89,101.7,54.04,15.63,8.07,7.58,4.28,0.96,0.38
2022-08-22,풍력,0.39,1.39,0.4,3.11,1.72,0.13,0.02,0.13,0.14,0.22,1.14,3.97,8.53,10.47,9.96,5.09,4.22,5.95,4.45,3.73,6.97,19.64,16.2,23.84
2022-08-23,태양광,0.16,0.06,0.06,0.06,0.05,0.06,5.42,31.64,95.33,147.62,179.66,189.81,181.43,159.61,110.97,81.73,55.79,38.65,15.94,7.6,6.77,3.17,0.84,0.38
2022-08-23,풍력,21.36,18.97,18.3,11.14,7.65,8.53,9.64,9.73,6.06,2.45,1.27,2.04,3.35,11.96,12.67,9.13,3.61,0.7,0.17,2.86,0.0,0.0,0.03,1.2
2022-08-24,태양광,0.16,0.06,0.06,0.06,0.06,0.06,1.89,12.06,55.5,100.52,117.12,116.19,179.58,169.25,187.17,173.46,130.64,63.97,14.92,7.64,7.31,4.33,0.91,0.38
2022-08-24,풍력,7.31,17.51,7.19,9.39,14.24,26.03,20.66,18.87,44.1,58.17,63.86,62.46,71.82,66.71,61.57,56.86,26.06,20.0,29.29,34.89,19.24,2.08,3.59,3.53
2022-08-25,태양광,0.17,0.06,0.06,0.06,0.03,,7.0,49.88,113.12,157.01,200.42,227.74,225.18,208.9,176.43,152.49,98.03,55.25,15.23,8.17,7.59,4.59,0.89,0.37
2022-08-25,풍력,6.62,8.33,5.2,4.73,7.57,11.3,16.06,10.4,8.85,14.94,18.72,14.86,14.41,16.76,14.98,9.57,13.14,17.44,31.2,35.21,33.56,31.97,25.69,37.13
2022-08-26,태양광,0.16,0.06,0.06,0.06,0.05,0.06,1.29,11.27,16.22,40.02,62.46,91.64,98.86,81.19,69.69,97.17,114.29,59.18,15.04,5.55,3.24,1.1,0.07,0.0
2022-08-26,풍력,,28.25,38.68,34.36,14.0,29.4,58.18,45.86,45.89,36.77,30.97,27.82,19.07,39.97,29.52,4.24,6.59,10.25,10.53,34.56,34.63,30.54,34.42,51.99
2022-08-27,태양광,0.0,0.06,0.05,0.0,0.02,0.06,6.05,34.81,61.04,85.61,133.23,210.7,228.83,232.61,210.68,149.32,90.4,42.21,17.77,8.1,7.6,4.47,0.91,0.37
2022-08-27,풍력,51.68,45.89,55.53,47.22,40.81,47.11,84.74,52.68,24.98,30.07,29.87,30.19,29.37,49.3,52.23,44.1,40.79,55.97,75.52,130.7,174.3,157.14,145.86,132.82
2022-08-28,태양광,0.16,0.06,0.0,0.0,0.02,0.03,5.71,41.61,98.63,131.16,141.5,180.04,185.25,183.05,172.45,129.03,88.48,55.58,16.15,7.24,6.98,4.24,0.92,0.37
2022-08-28,풍력,147.82,144.72,122.95,99.96,63.56,53.87,30.99,30.06,33.49,35.01,39.94,56.05,75.36,97.37,91.02,56.68,41.71,37.26,24.66,44.29,44.34,35.96,29.31,27.57
2022-08-29,태양광,0.06,0.06,0.02,0.0,0.02,0.03,3.04,33.46,80.54,127.21,149.02,162.85,169.42,156.58,122.74,107.39,64.71,31.97,12.3,7.39,6.82,3.55,0.88,0.38
2022-08-29,풍력,19.73,14.73,7.61,4.34,0.67,,12.51,17.13,24.29,24.52,20.09,18.85,18.74,30.87,32.78,23.13,,12.4,10.97,6.93,3.21,0.3,1.96,7.72
2022-08-30,태양광,0.16,0.06,0.06,0.06,0.06,0.06,4.49,30.59,71.06,125.46,159.41,174.97,186.24,168.8,143.37,103.76,76.19,35.61,14.97,7.14,,2.51,0.51,0.16
2022-08-30,풍력,6.83,2.44,7.27,9.11,12.45,13.0,14.64,9.1,4.08,4.92,8.77,18.02,13.72,23.58,20.98,8.0,4.17,4.9,0.05,2.68,1.94,0.03,0.15,0.34
2022-08-31,태양광,0.0,0.06,0.06,0.06,0.03,0.01,1.29,15.28,47.31,96.75,96.84,152.78,193.82,152.71,116.84,71.96,43.67,28.57,9.89,6.67,6.05,3.32,0.72,0.08
2022-08-31,풍력,2.14,3.4,5.52,8.65,15.33,40.04,66.3,64.36,85.6,70.3,120.74,137.55,90.9,120.67,126.02,97.43,82.15,92.11,97.37,103.19,107.85,103.77,95.08,81.61
2022-09-01,태양광,0.0,0.07,0.06,0.02,0.0,0.01,2.71,,60.97,84.05,94.1,99.23,81.35,48.76,33.42,28.37,25.07,20.05,5.41,3.57,1.11,0.16,0.0,0.0
2022-09-01,풍력,90.82,70.91,36.57,49.99,46.37,48.38,59.45,57.88,63.3,49.35,59.85,75.87,73.05,67.98,92.14,68.4,48.86,77.09,70.38,90.08,111.89,103.41,82.97,82.62
2022-09-02,태양광,0.0,0.06,0.02,0.0,0.0,0.01,0.16,4.12,14.98,17.87,21.22,17.32,11.62,11.02,11.19,15.45,7.84,4.22,1.01,0.99,0.02,0.0,0.0,0.0
2022-09-02,풍력,78.35,76.84,93.9,107.65,111.77,112.06,85.75,104.38,120.4,110.53,99.61,104.83,110.86,100.29,117.86,81.43,54.16,60.92,67.44,74.29,111.99,89.06,88.4,69.21
2022-09-03,태양광,0.0,0.0,0.0,0.0,0.0,0.01,1.26,21.82,50.8,44.71,36.7,54.4,63.58,46.4,66.18,58.0,52.34,22.4,8.74,4.24,1.79,0.25,0.0,0.0
2022-09-03,풍력,58.12,76.42,75.86,79.17,78.54,80.43,94.13,111.13,108.1,116.02,104.49,110.26,129.18,133.17,99.85,78.18,79.84,74.65,92.6,86.15,65.0,39.5,56.59,79.64
2022-09-04,태양광,0.0,0.01,0.0,0.0,0.0,0.01,2.68,27.18,57.7,101.15,75.95,40.07,47.92,11.59,16.86,22.73,26.96,10.69,0.8,1.63,0.16,0.05,0.0,0.0
2022-09-04,풍력,68.92,60.82,63.01,50.25,59.51,72.55,46.46,42.01,60.93,84.06,74.85,61.58,73.54,102.97,92.31,21.36,21.23,46.24,41.51,32.75,57.32,63.32,73.59,88.55
2022-09-05,태양광,0.0,0.0,0.0,0.0,0.0,0.01,0.1,2.97,7.34,10.12,19.89,50.05,46.01,17.77,8.19,10.14,7.15,2.22,0.45,0.43,0.0,0.0,0.0,0.0
2022-09-05,풍력,87.26,106.4,134.57,153.27,160.16,171.01,174.29,184.0,192.13,193.14,201.06,181.55,168.1,180.93,187.33,168.45,159.08,149.07,135.59,166.36,155.84,74.78,63.46,56.51
2022-09-06,태양광,0.0,0.0,0.0,0.0,0.0,0.0,0.52,10.29,26.63,38.19,78.78,150.98,188.74,186.5,177.97,161.91,113.21,50.64,7.62,2.88,2.72,1.85,0.53,0.0
2022-09-06,풍력,40.09,14.39,11.59,15.86,27.56,32.17,73.31,77.93,94.08,126.83,154.28,111.64,46.13,75.46,70.45,71.65,132.19,154.63,170.64,183.47,135.34,91.8,74.42,42.75
2022-09-07,태양광,0.0,0.05,0.06,0.06,0.04,0.05,4.49,47.4,106.47,169.26,213.13,237.36,246.88,241.55,218.49,174.49,112.6,46.1,10.39,7.36,6.97,4.4,1.23,0.16
2022-09-07,풍력,43.25,37.14,34.83,46.17,36.92,33.29,32.61,28.35,19.92,14.01,18.84,4.82,4.52,26.65,43.36,33.7,23.21,16.96,40.96,82.19,63.5,58.84,55.38,56.17
2022-09-08,태양광,0.0,0.06,0.06,0.06,0.06,0.06,4.42,45.92,113.76,172.69,191.77,221.0,180.81,234.39,223.78,178.89,115.32,54.27,11.62,7.75,7.13,4.52,1.21,0.16
2022-09-08,풍력,40.2,48.77,41.39,37.24,25.67,19.21,11.59,10.71,17.18,17.85,23.85,28.26,32.54,37.69,37.86,28.92,31.35,28.69,26.86,28.39,29.71,20.84,31.08,32.6
2022-09-09,태양광,0.0,0.06,0.06,0.06,0.06,0.06,3.35,48.85,100.24,161.16,170.24,190.79,131.05,121.54,127.3,81.12,73.89,36.8,14.08,7.21,6.26,3.57,1.12,0.17
2022-09-09,풍력,21.55,18.97,18.56,21.08,23.17,23.88,26.27,22.93,24.42,41.0,51.89,46.46,46.55,53.46,54.44,40.93,35.95,37.19,36.11,58.49,44.31,45.24,51.93,51.57
2022-09-10,태양광,0.0,0.06,0.06,0.06,0.05,0.06,1.9,17.06,48.66,78.41,108.19,90.11,92.54,121.72,108.85,85.2,45.29,16.64,6.75,6.62,3.84,2.1,0.72,0.0
2022-09-10,풍력,44.88,49.54,52.41,59.4,69.02,,58.37,62.08,78.65,71.24,54.74,50.13,53.92,54.1,51.8,45.26,58.68,58.78,72.17,103.28,91.89,67.3,55.19,52.51
2022-09-11,태양광,0.0,0.06,0.0,0.0,0.01,0.01,0.78,12.46,32.47,52.07,80.72,,107.24,109.2,78.26,63.78,43.95,26.9,7.18,6.76,4.7,0.86,0.02,0.0
2022-09-11,풍력,49.7,41.02,27.64,22.39,18.56,17.27,23.76,32.76,38.68,27.9,32.5,40.01,36.51,45.73,37.88,21.99,15.14,15.64,12.97,15.79,8.22,2.43,4.64,6.82
2022-09-12,태양광,0.0,0.06,0.01,0.0,0.01,0.01,0.74,9.3,20.17,33.32,43.05,44.92,45.93,38.13,29.6,21.29,20.09,12.46,2.45,,0.94,0.09,0.0,0.0
2022-09-12,풍력,7.53,5.13,7.05,11.34,13.92,15.07,27.8,35.43,28.92,27.39,27.1,17.85,16.54,32.88,53.39,54.02,48.77,40.98,24.79,38.8,31.77,34.73,58.77,61.25
2022-09-13,태양광,0.0,0.06,0.0,0.0,0.0,0.01,0.83,8.08,15.84,12.8,4.58,7.77,6.01,14.05,23.66,25.55,10.31,6.26,0.5,0.94,0.04,0.0,0.0,0.0
2022-09-13,풍력,39.61,43.9,74.55,96.19,,83.24,90.31,107.41,115.83,109.57,82.33,76.82,80.51,121.33,125.98,125.52,139.72,145.15,163.72,156.22,162.83,160.86,144.74,137.43
2022-09-14,태양광,0.0,0.02,0.0,0.0,0.0,0.01,1.63,16.45,44.25,65.78,87.33,103.54,99.64,98.28,86.78,75.07,49.88,21.54,4.75,4.53,3.97,2.45,0.77,0.0
2022-09-14,풍력,131.17,127.13,128.5,132.22,130.64,135.46,140.73,138.62,127.03,137.51,153.56,153.43,158.45,167.22,161.45,142.03,117.73,120.71,143.63,164.01,163.38,150.02,140.85,138.07
2022-09-15,태양광,0.0,0.06,0.06,0.06,0.03,0.01,2.73,18.04,33.06,49.11,63.65,48.36,59.98,56.02,36.58,28.19,22.67,13.72,2.83,2.88,1.27,0.12,0.0,0.0
2022-09-15,풍력,134.88,121.47,123.11,127.71,127.78,117.6,127.8,140.04,143.81,148.27,143.6,137.89,145.56,156.78,160.54,118.19,108.96,91.32,123.82,129.17,127.78,116.82,108.29,106.6
2022-09-16,태양광,0.0,0.06,0.06,0.0,0.0,0.0,1.74,21.41,74.4,135.36,158.17,177.66,162.6,141.29,137.15,113.3,68.56,33.11,8.1,7.55,6.56,4.32,1.21,0.12
2022-09-16,풍력,104.4,89.7,64.0,59.83,51.14,33.53,27.11,34.32,39.63,37.76,51.01,55.4,61.49,78.0,75.96,45.27,27.93,22.41,15.34,18.22,9.48,3.23,2.97,2.39
2022-09-17,태양광,0.0,0.06,0.06,0.06,0.06,0.05,1.0,21.28,73.49,134.41,165.68,166.12,180.34,137.57,97.79,69.38,33.75,14.46,5.3,7.17,5.96,3.57,1.12,0.0
2022-09-17,풍력,0.72,0.66,5.33,11.37,14.56,26.92,28.21,30.15,39.32,40.27,53.78,70.87,75.46,78.12,75.15,51.98,52.41,61.04,70.65,86.32,81.24,72.94,60.88,58.23
2022-09-18,태양광,0.0,0.05,0.0,0.0,0.02,0.01,3.32,32.28,96.52,151.58,184.85,219.05,226.8,166.31,114.11,80.73,48.23,24.08,7.33,6.99,6.49,3.94,1.18,0.16
2022-09-18,풍력,64.43,71.88,80.83,98.26,96.79,100.23,87.99,94.54,99.05,95.69,85.53,42.1,24.57,88.59,158.16,155.15,138.11,116.93,138.93,154.33,176.83,189.64,191.36,197.86
2022-09-19,태양광,0.04,0.1,0.05,0.04,0.02,0.03,2.99,22.27,84.23,135.97,161.22,177.8,203.28,215.81,198.73,152.29,101.84,41.0,7.05,6.99,5.91,3.67,0.74,0.16
2022-09-19,풍력,205.01,204.69,197.09,206.03,198.92,198.68,198.44,193.18,203.48,205.55,198.32,189.06,143.64,133.28,148.79,175.84,175.29,194.49,198.22,218.67,215.44,202.46,183.74,176.25
2022-09-20,태양광,0.0,0.06,0.06,0.06,0.03,0.05,0.95,16.07,52.93,103.62,112.24,134.01,130.73,117.35,102.17,98.13,56.27,21.52,5.67,6.18,4.01,2.2,1.11,0.15
2022-09-20,풍력,157.16,167.05,139.86,95.69,59.71,29.45,36.9,66.04,91.75,92.41,109.96,93.74,79.73,119.03,117.37,88.61,58.29,27.16,20.78,35.2,23.33,8.72,6.21,4.65
2022-09-21,태양광,0.0,0.06,0.06,0.06,0.03,0.05,0.56,30.78,88.94,127.67,166.13,190.32,191.19,161.01,132.18,73.18,50.13,32.48,6.51,7.3,6.3,3.71,1.17,0.15
2022-09-21,풍력,5.35,9.92,11.45,13.94,16.51,27.35,31.48,36.95,46.08,62.16,59.52,54.33,56.02,54.09,64.06,61.81,76.72,81.71,92.54,93.37,85.0,72.3,61.07,65.99
2022-09-22,태양광,0.0,0.06,0.06,0.06,0.04,0.05,0.84,,51.87,120.31,158.87,171.97,156.58,139.36,87.35,77.77,65.87,33.12,6.31,7.25,6.26,3.87,1.19,0.15
2022-09-22,풍력,46.45,42.0,34.56,34.63,34.45,38.06,32.08,28.77,27.57,28.08,29.72,29.76,25.94,27.57,21.57,21.52,20.94,20.53,21.6,17.11,14.73,10.21,5.53,6.34
2022-09-23,태양광,0.0,0.06,0.06,0.06,0.06,0.05,1.56,25.15,93.68,154.98,203.06,232.75,244.56,203.43,139.79,60.22,31.8,18.55,5.4,7.2,6.46,3.89,1.08,0.0
2022-09-23,풍력,3.13,3.54,1.78,2.12,8.65,12.08,19.5,20.23,11.16,28.67,42.5,44.61,72.53,84.43,102.79,135.5,124.85,142.36,172.47,161.83,180.15,202.57,191.81,171.31
2022-09-24,태양광,0.0,0.06,0.06,0.06,0.05,0.05,2.83,36.65,113.82,180.98,216.18,246.72,261.53,249.87,190.94,89.94,48.82,23.04,5.85,7.32,6.76,4.22,1.18,0.15
2022-09-24,풍력,169.71,158.66,158.73,158.28,159.51,176.34,169.77,162.4,145.39,72.31,22.26,10.13,9.01,6.9,26.18,45.34,31.69,39.4,57.67,71.42,67.49,56.8,46.43,42.42
2022-09-25,태양광,0.0,0.06,0.0,0.0,0.02,0.02,1.1,22.37,61.49,94.34,126.59,135.58,178.74,149.43,114.61,85.08,55.87,21.39,4.84,6.8,5.07,3.29,0.79,0.0
2022-09-25,풍력,27.04,19.01,21.09,17.89,16.52,18.11,5.25,5.89,5.68,12.73,16.8,13.52,20.58,23.36,23.14,20.43,21.08,21.75,32.75,25.56,16.37,8.39,9.73,13.16
2022-09-26,태양광,0.0,0.04,0.0,0.0,0.02,0.01,0.5,15.38,64.12,99.59,176.45,193.97,226.24,218.88,183.24,98.8,42.73,16.76,5.76,7.07,6.36,3.91,1.16,0.15
2022-09-26,풍력,10.14,3.86,4.92,6.87,7.85,12.14,11.55,9.16,6.43,10.58,9.71,7.26,6.98,7.99,7.84,7.54,10.86,14.58,20.77,23.44,15.57,16.51,14.39,12.06
2022-09-27,태양광,0.0,0.06,0.06,0.06,0.03,0.05,0.91,37.25,111.39,175.48,212.35,234.26,216.86,160.1,159.62,155.74,96.47,27.58,5.36,7.18,6.51,4.05,1.19,0.15
2022-09-27,풍력,15.95,4.25,23.4,13.6,24.37,26.96,37.31,25.58,9.14,8.7,5.89,11.97,17.26,16.33,12.24,8.2,7.41,4.19,6.0,4.63,1.31,0.24,0.5,0.11
2022-09-28,태양광,0.0,0.06,0.06,0.06,0.03,0.05,1.32,19.6,49.13,81.27,105.03,103.76,89.51,76.28,62.69,45.25,18.89,9.27,3.03,3.65,2.76,0.93,0.0,0.0
2022-09-28,풍력,0.24,3.13,6.37,6.06,7.93,11.63,10.88,6.54,6.73,4.67,5.82,8.85,7.06,2.67,3.51,4.09,2.78,0.45,2.92,0.23,0.08,0.01,0.0,0.0
2022-09-29,태양광,0.0,0.06,0.01,0.0,0.02,0.04,0.27,9.8,31.97,65.6,96.17,182.35,215.72,211.77,194.97,150.5,94.87,33.39,5.66,7.11,6.76,3.67,0.79,0.0
2022-09-29,풍력,0.45,1.94,5.39,0.59,0.71,6.72,3.83,3.85,7.82,3.48,2.06,2.3,3.65,6.1,7.61,7.11,5.19,4.58,7.48,4.87,3.25,2.04,1.53,0.73
2022-09-30,태양광,0.0,0.06,0.06,0.06,0.02,0.05,1.92,41.46,119.93,185.77,222.54,245.94,250.89,238.84,209.39,164.52,98.64,32.28,5.61,7.6,7.2,4.68,0.96,0.0
2022-09-30,풍력,0.67,0.82,1.31,0.58,0.79,1.11,1.7,1.22,0.01,0.01,0.07,0.26,0.89,1.03,0.57,0.16,0.11,0.32,0.36,0.02,0.01,0.05,0.29,0.08
2022-10-01,태양광,0.0,0.06,0.06,0.06,0.06,0.05,2.06,41.33,118.64,181.92,217.9,240.67,247.16,237.38,213.35,158.79,80.14,35.33,5.39,7.58,7.21,4.67,0.97,0.01
2022-10-01,풍력,0.12,0.06,0.04,0.01,0.0,0.0,0.32,0.15,0.0,0.01,0.02,0.02,1.18,0.4,1.18,1.14,1.51,0.83,1.27,3.75,6.72,7.56,8.67,7.01
2022-10-02,태양광,0.0,0.06,0.01,0.0,0.02,0.02,1.79,34.6,91.02,124.6,154.11,152.85,143.96,130.2,122.15,100.4,50.5,18.2,4.96,6.71,5.63,3.68,0.85,0.05
2022-10-02,풍력,7.97,9.31,12.92,15.45,17.42,19.79,18.9,26.23,28.91,27.26,37.86,48.0,68.05,69.37,76.64,90.46,96.72,88.4,96.97,90.17,73.29,73.07,80.55,91.03
2022-10-03,태양광,0.05,0.07,0.03,0.0,0.02,0.03,1.37,31.76,86.99,138.46,182.39,215.09,215.04,189.52,146.12,95.92,55.3,18.97,4.87,7.41,7.03,4.08,0.79,0.0
2022-10-03,풍력,90.92,112.73,78.0,69.27,74.21,96.49,100.63,89.26,84.77,80.79,75.57,75.75,62.47,85.33,128.05,107.97,90.88,101.82,124.55,130.72,143.13,148.8,129.0,155.06
2022-10-04,태양광,0.0,0.06,0.06,0.06,0.03,0.05,0.86,9.41,32.73,50.92,65.4,50.79,48.91,52.26,62.64,44.52,21.35,10.29,1.65,2.79,0.39,0.0,0.0,0.0
2022-10-04,풍력,148.08,147.14,138.61,137.88,158.68,161.35,106.95,92.23,113.55,52.81,23.06,70.89,134.0,167.6,193.73,195.46,197.34,210.73,229.1,227.76,210.73,194.8,145.16,183.0
2022-10-05,태양광,0.0,0.06,0.03,0.0,0.0,0.01,0.71,22.72,66.43,145.75,213.12,239.43,241.36,196.28,179.5,155.07,86.32,17.85,4.94,7.63,7.15,4.33,0.82,0.0
2022-10-05,풍력,171.85,162.77,169.28,164.23,160.28,172.73,127.05,124.96,148.57,131.78,30.74,18.88,13.56,63.3,92.48,80.25,60.44,74.62,85.2,103.39,88.39,91.29,73.2,92.51
2022-10-06,태양광,0.0,0.06,0.06,0.06,0.06,0.05,0.48,6.06,27.53,57.57,77.18,104.88,140.73,133.77,113.74,74.31,15.8,5.26,3.8,5.47,4.03,2.19,0.1,0.0
2022-10-06,풍력,95.31,86.92,70.54,103.98,116.79,,117.38,86.89,79.85,73.01,41.9,33.84,29.1,34.2,39.89,43.31,54.84,28.51,52.09,63.77,63.07,54.68,79.93,101.54
2022-10-07,태양광,0.0,0.06,0.04,0.0,0.02,0.05,0.38,8.44,26.57,40.65,59.4,86.33,215.5,251.75,226.78,177.0,97.32,20.34,4.86,7.32,6.59,4.27,1.09,0.0
2022-10-07,풍력,64.8,85.8,148.38,192.56,168.65,175.06,152.04,118.65,134.27,126.72,100.69,105.1,49.23,21.81,48.37,89.25,150.89,171.18,153.53,159.97,122.47,95.35,89.7,55.99
2022-10-08,태양광,0.0,0.06,0.06,0.06,0.05,0.05,0.55,5.19,13.18,28.72,43.15,79.38,104.04,62.99,47.62,24.74,16.64,6.81,2.38,3.02,1.81,0.29,0.0,0.0
2022-10-08,풍력,44.6,53.72,44.92,45.87,34.41,40.19,53.01,79.02,86.71,87.46,84.34,86.69,101.58,80.94,71.97,87.55,89.49,94.43,108.43,101.62,87.04,65.05,57.01,49.91
2022-10-09,태양광,0.0,0.02,0.0,0.0,0.0,0.0,0.05,2.41,6.92,13.25,28.42,52.53,66.33,75.61,61.58,69.93,33.02,9.37,2.35,3.48,1.96,0.13,0.0,0.0
2022-10-09,풍력,37.53,36.98,34.74,36.5,31.36,44.8,35.18,42.0,47.07,23.89,6.66,8.48,11.74,6.15,5.1,6.31,7.95,17.65,110.23,203.08,223.38,200.92,215.64,218.75
2022-10-10,태양광,0.0,0.0,0.0,0.0,0.01,0.0,0.17,30.23,98.44,142.71,159.62,171.86,176.01,180.31,127.55,114.28,48.91,11.82,4.78,6.9,6.37,3.11,0.53,0.0
2022-10-10,풍력,183.19,166.99,171.9,204.51,190.2,210.23,193.16,173.68,133.1,100.78,48.13,35.53,26.58,26.84,90.82,106.88,135.97,137.88,142.12,190.49,204.49,187.65,150.21,155.99
2022-10-11,태양광,0.0,0.18,0.18,0.18,0.08,0.05,0.63,12.26,38.66,108.95,178.19,235.54,249.77,248.26,217.79,165.22,95.17,23.54,4.92,7.46,7.16,4.37,1.2,0.11
2022-10-11,풍력,153.82,156.89,179.8,203.21,216.33,223.83,215.25,185.96,159.43,143.31,88.72,16.7,10.61,11.91,37.84,119.64,166.14,165.57,182.37,177.4,142.41,97.78,70.43,60.93
2022-10-12,태양광,0.0,0.18,0.18,0.18,0.11,0.05,1.13,34.78,116.04,187.39,233.62,254.13,253.62,251.25,211.74,156.01,84.99,22.34,4.91,7.58,7.17,4.47,1.27,0.15
