일자,자원,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hour_24
2021-11-07,풍력,76.97,69.12,76.8,69.45,65.63,62.69,50.09,55.53,64.37,65.56,63.29,63.42,68.85,85.62,98.19,86.48,72.9,65.81,75.43,92.89,101.85,91.17,80.19,59.16
2021-11-08,태양광,0.19,1.01,1.07,0.88,0.34,0.04,0.01,0.48,2.73,10.18,17.61,11.03,26.43,77.77,77.75,56.3,18.61,3.47,0.97,1.45,0.29,0.02,0.0,0.0
2021-11-08,풍력,62.46,77.69,89.07,89.64,102.14,141.0,130.44,216.87,222.47,228.08,223.82,213.59,217.77,233.5,213.84,211.34,210.51,196.88,203.21,212.2,201.43,181.84,169.24,155.03
2021-11-09,태양광,0.0,0.48,0.08,0.0,0.0,0.0,0.01,0.7,10.33,65.0,97.14,123.97,91.97,57.47,53.92,49.27,18.93,4.04,3.18,3.97,2.2,0.36,0.05,0.0
2021-11-09,풍력,125.83,141.7,144.11,132.37,117.92,115.04,109.69,119.69,113.09,141.25,170.83,174.4,161.46,138.34,130.52,148.24,143.39,131.39,160.92,157.04,158.46,141.33,145.21,120.82
2021-11-10,태양광,0.0,0.82,0.63,0.03,0.02,0.0,0.01,1.81,18.85,55.63,94.32,58.5,40.17,41.19,47.51,50.35,9.66,3.22,2.15,2.63,0.21,0.05,0.0,0.0
2021-11-10,풍력,130.71,137.81,129.54,125.19,126.06,121.9,99.2,111.48,127.11,163.58,158.22,137.29,131.1,135.9,149.35,160.05,147.53,144.28,147.68,154.32,150.46,141.1,138.15,124.94
2021-11-11,태양광,0.0,0.81,0.18,0.0,0.0,0.0,0.0,4.34,30.64,77.31,118.21,103.09,132.02,131.88,110.7,46.61,29.53,4.37,3.71,7.48,4.75,1.48,0.45,0.19
2021-11-11,풍력,109.41,81.47,100.89,111.61,108.3,119.34,101.09,93.18,70.2,35.78,44.04,65.73,97.57,104.04,142.06,137.11,161.14,136.71,128.39,156.64,136.16,88.4,117.13,118.15
2021-11-12,태양광,0.18,1.01,0.92,0.61,0.07,0.02,0.0,5.05,37.92,63.83,107.82,98.84,138.67,152.71,111.11,39.19,10.49,2.77,3.73,7.17,5.55,2.56,0.6,0.19
2021-11-12,풍력,125.12,128.41,125.74,115.67,117.84,122.85,118.6,124.98,97.59,71.95,57.05,74.47,70.4,96.63,112.56,112.46,102.2,112.02,124.45,115.87,82.74,58.51,46.35,33.29
2021-11-13,태양광,0.18,1.01,1.08,0.72,0.09,0.05,0.0,9.43,63.19,136.84,164.55,155.21,165.78,140.54,81.74,55.85,22.65,5.27,3.72,7.46,7.04,3.36,0.64,0.04
2021-11-13,풍력,21.33,28.96,32.89,30.43,25.08,37.84,33.01,32.52,25.09,20.58,23.63,13.46,13.38,13.8,12.61,12.01,11.37,9.98,19.7,19.12,17.35,12.55,8.83,21.35
2021-11-14,태양광,0.0,0.81,0.89,0.79,0.25,0.05,0.02,7.77,54.83,121.51,161.68,186.28,192.05,182.09,149.33,92.69,30.97,4.45,3.71,7.62,7.51,4.56,1.21,0.13
2021-11-14,풍력,29.9,56.41,78.82,81.59,71.64,65.25,76.36,72.42,44.09,,26.38,17.82,21.66,28.92,36.76,37.86,32.42,22.32,41.68,39.5,30.86,22.62,22.47,14.38
2021-11-15,태양광,0.09,0.9,0.97,0.85,0.35,0.05,0.02,7.99,59.08,124.31,156.59,178.91,185.83,173.11,137.23,83.76,29.74,4.17,3.72,7.63,7.51,3.86,2.08,0.15
2021-11-15,풍력,10.29,13.94,8.94,14.82,31.06,36.98,28.63,21.58,16.84,2.44,4.72,3.72,5.08,7.66,4.59,3.49,2.65,3.37,20.35,21.99,14.72,10.47,14.15,21.36
2021-11-16,태양광,0.08,0.9,0.97,0.88,0.35,0.05,0.02,7.56,24.68,84.29,117.34,101.41,79.0,61.05,52.12,39.99,22.72,5.32,3.47,3.42,3.49,1.83,0.62,0.0
2021-11-16,풍력,12.36,13.91,23.35,20.69,28.68,47.82,49.01,39.96,21.37,18.44,21.16,15.69,13.52,13.26,11.84,19.27,49.49,73.97,93.88,80.62,61.87,75.74,86.62,70.61
2021-11-17,태양광,0.0,0.81,0.75,0.42,0.09,0.04,0.0,7.78,54.36,122.8,166.62,190.88,194.75,171.99,126.3,74.06,25.51,3.65,3.72,7.62,7.51,3.74,2.02,0.13
2021-11-17,풍력,49.24,35.0,33.16,34.72,47.42,69.77,57.1,51.78,42.75,21.2,22.81,21.81,19.62,32.53,27.94,27.63,27.6,42.15,61.95,57.81,51.64,41.64,34.45,38.48
2021-11-18,태양광,0.08,0.84,0.9,0.81,0.41,0.05,0.02,7.37,52.19,117.39,159.09,182.18,187.67,177.59,145.49,91.72,30.81,4.16,3.72,7.61,7.51,3.94,2.08,0.15
2021-11-18,풍력,24.77,21.29,28.18,18.33,23.02,30.78,27.98,21.16,12.56,7.75,1.35,0.26,0.45,0.42,0.05,0.09,0.0,0.22,5.11,3.9,2.93,0.63,0.01,0.0
2021-11-19,태양광,0.08,0.9,0.97,0.88,0.44,0.13,0.02,6.63,58.73,129.88,171.06,191.77,197.93,190.49,161.53,106.15,34.2,4.0,3.72,7.64,6.11,5.49,2.32,0.19
2021-11-19,풍력,0.06,0.14,0.0,0.0,0.0,0.36,1.87,7.08,7.13,6.29,3.77,5.92,17.85,27.79,21.36,20.22,27.36,41.34,50.18,48.68,40.36,32.59,,48.34
2021-11-20,태양광,0.08,0.91,0.97,0.88,0.42,0.13,0.02,5.8,50.96,114.34,150.27,177.99,182.9,160.62,133.83,85.4,28.68,3.86,3.72,7.53,7.49,4.31,1.17,0.13
2021-11-20,풍력,41.76,44.29,54.73,51.53,46.45,40.87,38.13,27.2,15.48,9.41,5.45,4.43,9.64,8.79,12.41,9.16,4.16,4.37,13.64,12.25,6.53,3.7,0.92,1.57
2021-11-21,태양광,0.09,0.9,0.97,0.88,0.4,0.14,0.02,3.53,23.82,29.24,66.31,58.28,56.97,52.45,45.01,19.44,18.33,3.25,3.34,4.07,1.27,0.19,0.08,0.01
2021-11-21,풍력,1.62,0.39,1.1,2.65,0.77,8.01,30.78,18.44,13.14,5.86,1.48,1.27,0.59,0.24,0.51,0.15,0.02,0.01,1.81,1.85,1.29,1.25,18.35,41.13
2021-11-22,태양광,0.0,0.82,0.51,0.12,0.02,0.0,0.0,0.58,18.16,69.92,97.67,85.04,81.96,102.74,60.48,30.58,7.66,2.63,3.43,4.42,1.51,0.27,0.0,0.0
2021-11-22,풍력,55.0,94.52,96.11,175.1,226.14,,225.66,190.84,178.35,190.48,192.4,194.51,188.47,195.93,196.77,183.45,192.38,195.84,203.15,197.91,180.04,160.58,137.22,129.18
2021-11-23,태양광,0.0,0.76,0.45,0.0,0.02,0.0,0.0,1.62,17.11,42.11,63.85,63.95,70.44,74.62,54.08,38.26,9.45,2.26,0.82,3.0,0.92,0.09,0.0,0.0
2021-11-23,풍력,118.81,113.64,106.23,100.74,119.12,145.72,134.0,152.28,143.11,152.6,149.38,156.37,169.36,183.71,191.01,177.94,170.87,159.65,174.69,174.98,152.14,131.29,124.09,114.86
2021-11-24,태양광,0.0,0.59,0.27,0.0,0.01,0.0,0.0,2.63,20.19,82.02,132.87,153.02,154.15,139.43,118.2,77.24,26.17,3.36,3.41,7.3,5.06,2.95,0.5,0.02
2021-11-24,풍력,97.09,106.25,103.32,90.36,88.62,95.7,72.24,53.7,52.2,75.82,85.98,86.62,90.12,94.58,90.05,67.08,43.78,30.23,41.53,46.24,38.17,35.48,37.83,38.37
2021-11-25,태양광,0.0,0.82,0.89,0.5,0.09,0.05,0.01,4.52,41.67,101.66,140.5,170.02,183.72,172.88,138.54,81.4,26.33,3.62,3.69,6.03,7.34,4.27,0.85,0.92
2021-11-25,풍력,30.83,42.21,51.59,48.37,41.48,49.83,32.85,29.93,27.31,30.79,48.87,67.34,85.46,109.17,110.58,90.55,69.79,49.24,66.99,58.77,47.31,41.16,35.38,38.73
2021-11-26,태양광,0.0,0.82,0.89,0.77,0.31,0.05,0.02,4.46,48.07,119.06,169.51,198.55,206.19,195.79,161.29,101.17,30.27,3.67,3.69,6.16,6.1,5.45,2.73,1.05
2021-11-26,풍력,37.13,33.23,37.52,61.19,58.74,64.05,49.75,60.9,51.73,46.05,49.25,55.56,74.35,108.18,102.46,59.9,40.48,59.38,97.54,92.04,96.39,91.48,95.94,72.52
2021-11-27,태양광,0.0,0.63,0.65,0.56,0.18,0.05,0.02,3.74,44.26,119.77,173.87,203.19,208.8,198.85,168.44,108.44,32.45,3.52,3.69,7.58,7.53,5.05,1.4,0.2
2021-11-27,풍력,34.1,27.77,30.94,42.54,43.82,54.02,45.52,83.7,86.5,81.04,,43.92,37.37,37.12,47.93,40.8,34.06,23.73,27.65,21.95,15.65,8.55,19.64,13.29
2021-11-28,태양광,0.08,0.9,0.97,0.87,0.44,0.12,0.02,2.86,34.98,98.62,,181.96,187.47,161.63,113.29,67.14,25.8,3.5,3.7,7.46,7.01,2.94,1.78,0.13
2021-11-28,풍력,14.9,20.39,14.99,14.49,9.19,12.73,15.29,11.77,4.53,2.96,10.78,10.56,10.12,10.65,9.4,7.67,5.19,3.44,7.84,9.29,9.55,8.5,7.47,8.29
2021-11-29,태양광,0.08,0.91,0.97,0.82,0.17,0.12,0.02,4.38,40.65,97.02,147.97,173.38,175.71,169.41,144.81,91.12,28.32,4.01,3.05,5.19,3.99,3.04,1.24,0.14
2021-11-29,풍력,4.89,3.71,5.75,5.05,5.4,3.24,0.67,0.18,1.7,3.07,6.72,9.03,10.42,8.69,4.63,4.1,3.79,6.2,18.0,23.45,41.11,45.48,43.52,42.22
2021-11-30,태양광,0.09,0.91,0.98,0.89,0.39,0.11,0.02,0.08,4.64,14.85,37.09,24.92,12.33,12.69,15.32,11.05,8.54,0.55,0.03,0.57,0.01,0.0,0.0,0.0
2021-11-30,풍력,41.48,47.24,46.91,42.13,55.34,123.16,129.07,78.71,108.63,170.56,206.32,178.6,199.05,172.57,163.37,165.97,194.76,199.41,214.21,198.23,193.58,176.63,173.93,169.08
2021-12-01,태양광,0.0,0.13,0.0,0.0,0.0,0.0,0.03,1.09,15.18,45.26,68.39,76.4,79.2,58.23,43.62,24.81,11.39,3.36,1.73,3.45,0.95,0.22,0.09,0.08
2021-12-01,풍력,163.52,168.2,186.39,197.58,206.56,217.45,202.48,194.84,185.47,169.6,154.16,140.64,154.94,158.48,177.23,179.08,181.71,184.84,193.99,192.08,186.12,189.4,173.12,117.57
2021-12-02,태양광,0.04,0.5,0.44,0.06,0.0,0.0,0.03,1.25,14.25,56.18,68.97,68.08,94.76,85.07,61.58,42.0,19.16,2.68,0.42,3.84,1.09,0.45,0.0,0.0
2021-12-02,풍력,82.04,62.97,56.88,60.01,49.9,52.68,35.5,26.51,31.56,13.38,11.12,15.07,22.55,42.57,43.07,63.41,77.99,82.85,81.47,38.64,44.54,60.86,66.16,78.58
2021-12-03,태양광,0.0,0.42,0.14,0.03,0.0,0.0,0.07,3.05,31.77,65.62,88.25,147.83,163.69,149.84,94.53,51.19,13.22,3.6,3.04,4.87,4.01,1.41,0.4,0.75
2021-12-03,풍력,75.97,71.04,71.62,78.09,62.81,67.47,58.3,61.04,53.61,68.65,114.03,141.79,126.04,133.44,165.82,157.16,155.03,138.71,165.6,182.36,192.25,201.82,177.67,155.23
2021-12-04,태양광,0.0,0.5,0.55,0.32,0.08,0.04,0.01,0.29,12.21,84.95,152.13,182.92,176.29,174.3,146.87,80.73,23.06,4.17,3.42,6.88,5.26,2.73,1.61,0.04
2021-12-04,풍력,138.71,122.23,104.53,72.03,60.66,51.59,54.4,44.17,22.77,8.32,6.53,13.45,30.45,56.3,94.79,98.71,86.68,97.57,114.19,104.42,96.7,103.36,103.03,86.35
2021-12-05,태양광,0.0,0.82,0.73,0.49,0.11,0.05,0.11,2.89,23.88,62.59,97.63,98.42,120.87,136.26,128.9,80.2,25.57,4.6,3.39,6.71,4.79,3.24,1.13,0.06
2021-12-05,풍력,72.39,64.09,71.98,90.02,75.17,76.34,63.1,49.68,34.57,22.04,10.64,6.6,6.2,6.18,7.92,11.02,8.13,9.0,20.81,8.36,5.34,4.99,4.32,5.11
2021-12-06,태양광,0.0,0.82,0.83,0.68,0.24,0.05,0.11,2.96,37.44,103.9,152.19,168.93,170.27,146.84,91.93,60.41,21.22,4.19,3.42,6.97,4.83,1.99,1.54,0.13
2021-12-06,풍력,5.72,4.22,2.01,3.76,5.13,6.62,19.84,14.91,13.42,4.11,2.18,1.13,1.21,3.69,3.62,11.95,14.43,16.96,28.99,34.06,26.75,27.57,57.36,61.32
2021-12-07,태양광,0.09,0.91,0.97,0.49,0.17,0.13,0.1,3.02,38.44,106.72,158.62,183.88,187.61,181.13,152.82,94.31,28.87,4.48,3.43,5.52,3.91,4.35,2.45,1.06
2021-12-07,풍력,42.82,78.89,104.2,126.89,158.11,165.2,154.44,153.73,160.96,137.63,135.1,135.44,120.24,109.39,107.32,110.83,116.64,126.53,152.22,143.79,119.32,108.46,77.01,64.27
2021-12-08,태양광,0.09,0.91,0.97,0.81,0.24,0.13,0.11,2.55,32.4,83.92,122.21,156.13,166.28,165.48,150.43,94.05,28.54,4.37,3.42,6.96,5.46,2.82,2.07,0.15
2021-12-08,풍력,53.52,45.92,26.0,23.8,18.62,26.12,19.66,21.82,20.7,18.53,25.47,27.33,30.79,39.05,41.55,44.26,43.81,33.68,43.19,37.94,27.35,16.09,34.01,32.3
2021-12-09,태양광,0.09,0.92,0.97,0.82,0.31,0.13,0.08,1.72,25.54,46.43,71.27,62.07,62.72,69.51,79.49,69.32,16.01,3.4,1.33,3.85,1.85,0.56,0.02,0.0
2021-12-09,풍력,35.62,39.19,36.83,38.91,22.38,32.51,19.08,16.1,23.48,22.45,34.49,39.35,44.35,50.66,34.63,33.88,31.52,31.51,31.26,18.92,11.81,9.1,14.65,9.75
2021-12-10,태양광,0.0,0.81,0.27,0.14,0.07,0.0,0.08,2.64,30.48,88.88,127.23,143.24,162.37,152.23,120.25,75.85,25.1,4.24,3.43,6.75,4.51,1.97,0.51,0.47
2021-12-10,풍력,2.93,0.85,6.06,8.71,5.54,4.54,2.98,26.73,33.98,16.98,17.49,27.32,34.01,45.9,60.41,94.34,82.74,84.51,115.48,85.32,75.92,67.55,64.39,57.58
2021-12-11,태양광,0.09,0.91,0.98,0.79,0.18,0.08,0.03,0.65,11.81,37.27,63.35,98.47,111.62,126.31,114.44,78.25,28.67,4.5,3.42,5.88,3.31,1.14,0.25,0.0
2021-12-11,풍력,41.18,55.53,52.7,47.74,43.12,63.59,64.9,43.52,37.64,51.35,57.08,51.1,60.29,55.02,41.01,35.32,46.53,73.19,114.31,101.46,93.65,76.59,69.43,67.19
2021-12-12,태양광,0.0,0.83,0.89,0.58,0.07,0.0,0.01,0.68,5.76,30.31,68.39,107.68,107.84,106.98,84.26,18.96,11.15,3.61,1.22,4.09,2.38,0.33,0.09,0.09
2021-12-12,풍력,69.13,92.44,106.05,99.16,91.12,127.73,153.13,115.12,135.29,171.81,157.16,152.06,160.78,165.66,194.19,224.03,226.54,226.31,240.21,242.88,231.05,212.95,215.96,203.43
2021-12-13,태양광,0.09,0.91,0.82,0.27,0.02,,0.01,0.67,16.21,54.28,88.34,101.66,124.44,124.93,97.17,53.33,16.15,1.2,0.46,2.47,0.87,0.54,0.08,0.0
2021-12-13,풍력,195.15,184.66,187.5,179.62,181.32,189.5,183.49,170.48,147.73,146.58,132.78,130.6,128.34,138.62,162.19,165.67,162.42,152.03,149.82,141.54,143.99,134.22,120.78,115.57
2021-12-14,태양광,0.0,0.51,0.27,0.03,0.0,0.0,0.06,2.22,34.08,87.46,110.28,147.91,157.32,116.24,94.61,69.61,23.96,4.53,3.01,4.94,4.28,1.94,1.47,0.16
2021-12-14,풍력,99.39,86.15,69.47,68.68,58.92,60.98,23.84,21.72,6.48,0.6,0.84,2.25,5.86,8.67,11.57,12.62,6.27,4.97,13.53,7.99,6.56,4.32,0.33,2.86
2021-12-15,태양광,0.09,0.83,0.97,0.72,0.17,0.12,0.05,1.23,,48.02,81.14,86.51,82.07,85.42,69.02,58.77,25.49,4.01,2.55,5.06,2.52,0.28,0.09,0.09
2021-12-15,풍력,7.41,6.65,5.02,2.41,3.09,17.15,28.39,34.13,38.91,31.4,14.45,11.12,10.16,12.43,6.1,2.95,2.85,3.18,9.67,5.29,2.69,0.06,3.07,6.38
2021-12-16,태양광,0.09,0.86,0.47,0.14,0.03,0.02,0.0,0.04,0.69,8.62,13.51,19.4,31.2,16.79,15.58,11.72,7.67,2.02,0.16,1.5,0.11,0.0,0.0,0.0
2021-12-16,풍력,7.74,3.52,4.76,13.35,30.1,93.74,118.63,106.56,112.55,87.1,32.7,30.44,29.16,34.45,16.52,40.69,112.49,110.27,108.74,111.76,105.37,128.91,162.24,123.92
2021-12-17,태양광,0.0,0.29,0.01,0.0,0.0,,0.0,0.43,16.81,39.84,50.84,55.26,54.94,67.68,29.76,17.09,11.06,1.96,1.97,2.54,0.61,0.11,0.02,0.0
2021-12-17,풍력,133.87,146.7,169.51,203.3,217.39,232.33,230.91,210.44,201.73,199.57,201.58,190.29,187.25,187.75,171.84,156.14,150.92,154.23,179.12,203.12,199.84,203.13,213.0,210.2
2021-12-18,태양광,0.0,0.77,0.14,0.0,0.01,0.0,0.0,0.36,6.44,,40.17,61.91,68.07,77.04,71.92,56.98,14.95,2.06,1.03,2.38,0.93,0.36,0.0,0.0
2021-12-18,풍력,198.34,195.48,193.88,175.62,168.73,173.58,128.92,79.75,79.9,75.02,41.54,27.14,30.65,31.36,22.31,18.16,17.94,14.21,35.53,35.32,47.25,35.04,47.43,76.5
2021-12-19,태양광,0.0,0.56,0.09,0.0,0.01,0.0,0.0,0.38,25.09,75.89,112.12,127.86,119.23,121.88,112.97,74.81,28.09,3.37,3.17,5.24,3.49,0.68,0.13,0.08
2021-12-19,풍력,98.06,110.71,113.05,110.48,107.63,121.64,123.15,141.55,147.92,157.7,147.89,140.16,136.6,138.75,145.87,139.87,144.03,85.67,58.23,56.48,28.28,18.04,19.68,15.84
2021-12-20,태양광,0.08,0.91,0.7,0.43,0.1,0.01,0.0,0.6,23.23,81.33,111.99,144.53,155.42,157.47,135.52,86.93,26.72,1.46,3.39,7.07,6.91,3.57,0.74,0.12
2021-12-20,풍력,13.02,8.35,17.45,13.79,23.54,25.27,18.89,25.12,23.61,21.77,50.28,61.5,71.61,72.74,72.32,70.12,49.39,39.24,68.41,77.72,83.0,74.07,67.63,64.4
2021-12-21,태양광,0.09,0.92,0.95,0.5,0.17,0.13,0.02,0.42,26.29,51.07,59.48,83.6,110.57,109.17,108.03,36.66,20.15,2.06,3.38,7.19,4.43,1.17,0.2,0.09
2021-12-21,풍력,47.74,37.12,41.46,50.54,39.41,57.57,68.1,53.03,34.08,22.42,16.14,13.93,18.75,25.97,37.18,49.84,58.84,75.56,77.07,96.58,101.54,91.52,69.2,59.6
2021-12-22,태양광,0.09,0.91,0.86,0.45,0.16,0.01,0.0,0.89,28.93,100.12,155.46,190.32,201.52,195.11,163.71,106.11,33.81,2.31,3.67,7.39,7.54,5.42,2.76,0.18
2021-12-22,풍력,50.96,51.0,72.76,84.08,70.88,80.6,59.0,42.22,38.89,39.5,37.07,26.84,20.75,25.9,34.93,38.9,50.53,49.69,45.36,57.97,35.96,16.87,13.52,21.18
2021-12-23,태양광,0.08,0.91,0.97,0.79,0.28,0.13,0.02,0.91,27.05,93.43,146.12,181.07,192.31,184.78,151.9,95.83,30.8,2.46,3.63,5.97,6.12,6.72,2.98,1.1
2021-12-23,풍력,14.87,7.9,11.34,26.58,35.93,31.84,20.62,18.13,16.02,11.27,3.84,5.12,9.07,6.6,2.87,2.87,1.58,0.42,8.26,4.48,4.56,5.86,3.6,2.7
2021-12-24,태양광,0.09,0.91,0.97,0.78,0.21,0.13,0.02,0.64,9.22,32.34,52.21,63.92,68.88,49.93,63.82,62.22,19.33,1.12,3.35,5.12,1.06,0.2,0.01,0.0
2021-12-24,풍력,1.09,0.59,0.45,1.03,2.79,3.02,7.27,23.22,27.5,46.44,36.83,31.69,39.07,70.82,145.3,192.4,168.26,192.06,251.57,241.69,242.73,232.92,229.85,219.05
2021-12-25,태양광,0.0,0.81,0.29,0.14,0.04,0.0,0.0,0.07,3.64,13.78,25.75,39.75,43.0,39.66,30.44,22.62,8.8,0.66,1.97,0.93,0.42,0.07,0.0,0.0
2021-12-25,풍력,216.67,221.98,223.8,222.93,227.37,226.07,216.51,208.63,209.0,211.79,220.07,210.43,210.23,217.31,211.66,204.27,209.0,203.07,210.61,208.45,196.72,189.33,178.43,168.19
2021-12-26,태양광,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.05,1.79,7.99,27.51,30.2,36.43,36.96,27.77,22.37,3.69,0.51,3.25,3.81,0.84,0.07,0.0,0.0
2021-12-26,풍력,145.78,154.81,152.6,148.33,142.26,165.95,150.45,145.23,148.15,146.72,155.25,141.1,150.62,143.41,137.97,121.01,111.78,110.95,135.16,143.69,135.75,125.05,134.06,111.18
2021-12-27,태양광,0.0,0.53,0.15,0.0,0.0,0.0,0.0,0.02,1.81,9.69,22.75,41.28,67.83,54.0,46.82,32.43,8.56,0.58,3.17,2.49,0.62,0.1,0.0,0.0
2021-12-27,풍력,77.74,61.03,50.18,60.46,52.63,75.81,62.74,70.61,82.32,95.16,72.66,70.76,106.16,134.05,138.42,125.22,112.96,125.23,132.21,119.07,105.45,72.42,52.75,44.59
2021-12-28,태양광,0.0,0.62,0.03,0.0,0.0,0.0,0.0,0.17,5.39,14.74,37.28,94.91,96.72,59.28,29.01,19.06,9.15,1.64,2.0,2.73,1.03,0.05,0.0,0.0
2021-12-28,풍력,36.24,32.02,33.8,35.06,34.41,35.9,31.49,19.21,23.01,23.27,17.63,5.73,4.41,3.59,6.39,2.57,5.34,13.38,30.7,16.65,9.9,4.67,2.84,8.14
2021-12-29,태양광,0.0,0.56,0.18,0.0,0.0,0.0,0.0,0.02,2.12,19.33,56.71,125.23,140.34,122.82,92.69,61.99,19.87,1.37,3.42,7.16,4.69,0.62,0.11,0.09
2021-12-29,풍력,8.84,9.39,13.39,18.3,33.5,39.41,51.09,46.79,61.96,73.21,72.9,110.01,102.44,132.81,170.39,148.09,135.61,132.25,147.96,153.31,156.07,154.5,144.21,136.82
2021-12-30,태양광,0.09,0.89,0.87,0.2,0.03,0.02,0.0,0.52,22.93,81.58,123.92,151.94,169.22,140.62,111.07,60.68,18.87,1.46,3.53,6.98,5.32,1.55,0.17,0.09
2021-12-30,풍력,149.77,159.08,182.2,190.09,192.96,182.5,193.74,194.34,205.97,204.11,172.4,161.01,198.86,207.44,219.98,223.18,210.66,194.69,197.86,197.45,188.13,185.92,178.55,175.87
2021-12-31,태양광,0.09,0.66,0.87,0.49,0.07,0.01,0.0,0.37,14.9,51.63,80.28,106.55,96.81,93.36,90.72,52.51,17.76,1.65,3.38,6.13,2.63,0.65,0.03,0.0
2021-12-31,풍력,160.19,157.99,162.37,173.86,181.64,198.87,186.9,187.4,184.35,185.32,163.85,145.52,148.64,174.97,195.39,195.09,209.26,203.11,225.29,216.88,193.75,128.14,105.31,104.3
2022-01-01,태양광,0.0,0.82,0.54,0.06,0.0,0.0,0.0,0.64,26.41,97.3,154.47,187.12,192.01,159.35,127.66,57.4,30.99,2.88,3.7,7.34,7.05,5.86,1.39,0.13
2022-01-01,풍력,96.28,110.74,104.58,81.77,78.54,86.99,84.17,94.13,115.95,107.26,77.69,50.89,36.74,27.0,18.95,10.82,7.0,4.17,18.99,18.73,11.65,6.93,3.46,12.65
2022-01-02,태양광,0.09,0.91,0.97,0.76,0.29,0.13,0.02,0.61,25.38,87.88,107.75,99.51,102.29,105.05,98.88,71.93,25.84,2.85,3.49,6.6,3.92,0.75,0.11,0.09
2022-01-02,풍력,22.03,27.8,55.41,66.62,67.03,77.72,45.25,39.05,24.23,17.02,26.57,29.2,31.07,39.24,79.0,94.14,100.01,91.46,100.71,109.4,110.54,88.33,78.56,80.62
2022-01-03,태양광,0.04,0.82,0.81,0.22,0.03,0.0,0.0,0.58,21.71,77.87,139.04,181.6,188.04,173.9,140.69,92.03,36.11,3.61,3.71,7.51,7.19,6.09,1.75,0.18
2022-01-03,풍력,48.05,45.86,58.62,62.52,45.37,60.27,69.69,43.85,47.33,45.56,58.77,42.26,45.7,54.62,64.18,73.56,69.07,81.07,114.35,105.38,79.15,63.92,50.57,46.14
2022-01-04,태양광,0.08,0.91,0.97,0.8,0.41,0.13,0.02,0.57,21.01,46.41,49.21,79.05,94.54,98.96,79.39,61.22,29.98,3.19,3.57,5.45,3.5,0.9,0.02,0.0
2022-01-04,풍력,44.52,47.37,73.59,87.25,87.35,99.95,90.11,73.37,61.49,47.44,48.88,45.0,62.0,106.57,121.31,131.71,134.37,112.98,121.09,143.88,113.83,115.57,111.69,101.58
2022-01-05,태양광,0.0,0.73,0.43,0.09,0.03,0.0,0.04,0.08,3.66,15.75,36.23,24.87,16.07,13.04,10.9,6.74,2.02,0.19,0.83,0.85,0.06,0.0,0.0,0.0
2022-01-05,풍력,100.5,108.46,96.64,106.67,100.68,80.1,62.84,82.06,68.52,33.7,32.46,38.62,22.38,22.73,26.34,27.8,37.61,38.98,56.63,68.21,59.14,40.24,50.13,54.14
2022-01-06,태양광,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.41,24.81,97.82,159.06,199.4,212.89,203.78,166.15,116.4,39.49,5.21,3.71,7.54,7.44,6.2,1.57,0.15
2022-01-06,풍력,49.76,56.77,62.16,113.9,120.73,139.58,157.35,168.12,182.05,192.54,192.85,174.85,166.31,176.04,174.2,184.91,182.35,167.25,194.91,194.65,165.26,153.73,160.65,162.26
2022-01-07,태양광,0.08,0.91,0.96,0.77,0.42,0.11,0.02,0.58,26.63,98.63,155.52,187.46,188.01,165.05,129.92,77.45,32.42,4.74,3.71,7.26,7.27,5.72,1.23,0.23
2022-01-07,풍력,124.68,89.81,75.8,75.35,73.78,61.88,48.26,54.64,45.69,20.59,12.5,10.6,13.69,21.26,27.51,36.91,37.68,39.24,52.4,52.97,53.43,44.57,49.41,47.35
2022-01-08,태양광,0.19,0.93,0.98,0.77,0.25,0.14,0.02,0.28,15.27,58.4,99.76,126.3,142.26,150.79,127.99,90.28,39.16,3.42,3.57,5.94,2.63,0.62,0.07,0.0
2022-01-08,풍력,36.21,46.6,71.55,72.64,84.58,104.96,106.69,104.14,100.11,99.66,84.73,67.68,73.06,87.01,121.85,124.23,110.39,106.46,138.07,146.08,142.68,122.07,84.5,63.1
2022-01-09,태양광,0.0,0.83,0.77,0.08,0.01,0.0,0.0,0.2,9.94,53.39,81.18,64.34,71.15,59.56,71.85,55.75,31.13,4.11,3.45,4.55,0.45,0.03,0.29,0.0
2022-01-09,풍력,52.44,50.7,70.14,65.15,66.14,66.47,42.52,45.11,47.5,38.77,35.81,23.36,25.79,50.14,70.3,72.26,84.39,82.49,79.61,69.78,76.83,81.79,72.35,63.68
2022-01-10,태양광,0.0,0.75,0.35,0.09,0.0,0.0,0.0,0.46,21.53,70.56,133.61,153.87,143.72,114.15,70.06,33.63,12.53,2.21,3.7,7.37,6.92,3.9,0.44,0.19
2022-01-10,풍력,45.82,49.42,55.92,59.22,58.57,64.82,47.02,37.2,35.21,42.58,19.0,9.85,10.82,16.91,19.72,35.96,52.74,79.08,103.85,102.49,95.8,100.77,132.01,119.06
